Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Using Simulations to Support Students’ Conceptual Development Related to Wildfire Hazards and Risks from an Experiential Learning Perspective,Journal of Science Education and Technology,,,,10.1007/s10956-024-10126-8,Trudi LordPaul HorwitzHee-Sun LeeAmy PallantChristopher Lore,2024,https://link.springer.com/article/10.1007/s10956-024-10126-8,Article
Harnessing geospatial intelligence for wildfire risk mapping using ML and DL techniques,Discover Applied Sciences,,,,10.1007/s42452-026-08288-8,Priyanka VibhandikSuraj SawantVishal MishraRanjeet BidweAmit Joshi,2026,https://link.springer.com/article/10.1007/s42452-026-08288-8,Article
Lessons Learned From the 2018 Attica Wildfire: Households’ Expectations of Evacuation Logistics and Evacuation Time Estimate Components,Fire Technology,,,,10.1007/s10694-024-01640-7,M. R. K. SiamBrian M. StaesMichael K. LindellHaizhong Wang,2024,https://link.springer.com/article/10.1007/s10694-024-01640-7,Article
AI Based Aerial Image Classification,Advanced Computational and Communication Paradigms,,,,10.1007/978-3-032-13544-5_16,Kirankumar Y. BendigeriKirankumar B. BalavaladSantosh B. KumbalavatiJayashree D. Mallapur,2026,https://link.springer.com/chapter/10.1007/978-3-032-13544-5_16,Conference paper
Using geoinformatics to link forest fire severity and fragmentation in India's Dalma Wildlife Sanctuary,Tropical Ecology,,,,10.1007/s42965-021-00202-0,Satendra Kumar ChaudharyArvind Chandra PandeyBikash Ranjan ParidaSaurabh Kumar Gupta,2022,https://link.springer.com/article/10.1007/s42965-021-00202-0,Article
Network governance in the use of prescribed fire: roles for bridging organizations and other actors in the Western United States,Regional Environmental Change,,,,10.1007/s10113-021-01850-7,Heidi R. Huber-StearnsAnna R. SantoCourtney A. SchultzSarah M. McCaffrey,2021,https://link.springer.com/article/10.1007/s10113-021-01850-7,Article
Understanding Passive Forest Management on Family Forest Owned Land in New England to Further Ecological Forestry,Journal of Forestry,,,,10.1007/s44392-025-00013-4,Lina DenarosoPaul CatanzaroMarla Markowski-Lindsay,2025,https://link.springer.com/article/10.1007/s44392-025-00013-4,Article
Improved distance-based detection of PM<sub>2.5</sub> monitor deserts across the contiguous United States,"Air Quality, Atmosphere & Health",,,,10.1007/s11869-026-01916-7,Jihoon JungKyusik KimJesse ReynaDewie RothSavannah D’EvelynLuke Montrose,2026,https://link.springer.com/article/10.1007/s11869-026-01916-7,Article
"In this current wildfire crisis, acknowledge widespread suffering",Ambio,,,,10.1007/s13280-024-02105-5,Fiona E. Newman ThackerKathleen UyttewaalTomás QuiñonesRik LeemansBethany HannahCathelijne R. Stoof,2025,https://link.springer.com/article/10.1007/s13280-024-02105-5,Article
Perceptions of drivers of land use and land cover change from forest to agriculture in Ethiopia,Landscape Ecology,,,,10.1007/s10980-025-02216-8,Asabeneh AlemayehuDiriba AbdetaTesfaneshe AbabuGetnet TigabuRusha BegnaMulat ShibabawAlemtsehay EyasuAlemayehu NegassaMister Abebe,2025,https://link.springer.com/article/10.1007/s10980-025-02216-8,Article
Use of airborne LiDAR to predict fine dead fuel load in Mediterranean forest stands of Southern Europe,Fire Ecology,,,,10.1186/s42408-024-00287-7,Di LinVincenzo GiannicoRaffaele LafortezzaGiovanni SanesiMario Elia,2024,https://link.springer.com/article/10.1186/s42408-024-00287-7,Article
Exploring the use of masks for protection against the effects of wildfire smoke among people with preexisting respiratory conditions,BMC Public Health,,,,10.1186/s12889-023-17274-3,Holly SealeM TrentG. B. MarksS ShahA. A. ChughtaiC. R. MacIntyre,2023,https://link.springer.com/article/10.1186/s12889-023-17274-3,Article
"Chir pine forest and pre-monsoon drought determine spatial, and temporal patterns of forest fires in Uttarakhand Himalaya",Tropical Ecology,,,,10.1007/s42965-023-00306-9,Ripu Daman SinghSurabhi GumberR. C. SundriyalJeet RamSurendra P. Singh,2023,https://link.springer.com/article/10.1007/s42965-023-00306-9,Article
Short-term changes in soil properties after prescribed fire and mulching with fern in Mediterranean forests,Journal of Forestry Research,,,,10.1007/s11676-021-01431-8,Bruno Gianmarco CarraGiuseppe BombinoManuel Esteban Lucas-BorjaAdele MuscoloFederico RomeoDemetrio Antonio Zema,2021,https://link.springer.com/article/10.1007/s11676-021-01431-8,Article
A collaborative agenda for archaeology and fire science,Nature Ecology & Evolution,,,,10.1038/s41559-022-01759-2,Grant SnitkerChristopher I. RoosAlan P. Sullivan IIIS. Yoshi MaezumiDouglas W. BirdMichael R. CoughlanKelly M. DerrLinn GassawayAnna Klimaszewski-PattersonRachel A. Loehman,2022,https://link.springer.com/article/10.1038/s41559-022-01759-2,Article
Rapid response of stream dissolved phosphorus concentrations to wildfire smoke,Communications Earth & Environment,,,,10.1038/s43247-024-01732-w,Nicole M. FernandezHunter T. JamisonZoë Gold,2024,https://link.springer.com/article/10.1038/s43247-024-01732-w,Article
Strong mismatch in climate change adaptation between intentions of private forest owners in Canada and institutional support,Communications Earth & Environment,,,,10.1038/s43247-025-02942-6,Timothée FouquerayDaniel SchoenigRita Sousa-SilvaJérôme DuprasChristian Messier,2026,https://link.springer.com/article/10.1038/s43247-025-02942-6,Article
Exploring spatial relationships of male wild Turkeys during the breeding season,Scientific Reports,,,,10.1038/s41598-025-34883-7,Erin E. UlreyNicholas W. BaknerJohn C. KilgoBret A. CollierMichael J. Chamberlain,2026,https://link.springer.com/article/10.1038/s41598-025-34883-7,Article
UAV routing by simulation-based optimization approaches for forest fire risk mitigation,Annals of Operations Research,,,,10.1007/s10479-021-04393-6,Omer OzkanSezgin Kilic,2022,https://link.springer.com/article/10.1007/s10479-021-04393-6,Article
More Forest More Problems? Understanding Family Forest Owners’ Concerns in the United States,Small-scale Forestry,,,,10.1007/s11842-025-09594-6,David W. ShanafeltBrian DanleyJesse CaputoMarielle Brunette,2025,https://link.springer.com/article/10.1007/s11842-025-09594-6,Article
Wildfire and degradation accelerate northern peatland carbon release,Nature Climate Change,,,,10.1038/s41558-023-01657-w,S. L. WilkinsonR. AndersenP. A. MooreS. J. DavidsonG. GranathJ. M. Waddington,2023,https://link.springer.com/article/10.1038/s41558-023-01657-w,Article
Forest fires and climate attributes interact in central Himalayas: an overview and assessment,Fire Ecology,,,,10.1186/s42408-023-00177-4,Usha MinaA. P. DimriSandhya Farswan,2023,https://link.springer.com/article/10.1186/s42408-023-00177-4,Article
How threatened are orchids? A review of the state of play and identification of gaps and priorities,Biodiversity and Conservation,,,,10.1007/s10531-025-03187-7,Michael F. FayL. AndriamahefarivoS. P. BachmanM. J. M. BrownJ. CalevoT. CampbellM. CharitonidouK. W. DixonV. DroissartF. ForestA. E. HinsleyP. KumarT. Le BretonL. R. RajaovelonaB. RamandimbisoaH. RankouA. SchuitemanJ. SharmaM. Simo-DroissartE. C. SmidtT. StévartV. J. SvahnströmS. VerlyndeH. C. Zimmer,2025,https://link.springer.com/article/10.1007/s10531-025-03187-7,Article
"Multivariate fire risk models using copula regression in Kalimantan, Indonesia",Natural Hazards,,,,10.1007/s11069-022-05346-3,Mohamad Khoirun NajibSri NurdiatiArdhasena Sopaheluwakan,2022,https://link.springer.com/article/10.1007/s11069-022-05346-3,Article
Fire effects on the persistence of soil organic matter and long-term carbon storage,Nature Geoscience,,,,10.1038/s41561-021-00867-1,Adam F. A. PellegriniJennifer HardenKaterina GeorgiouKyle S. HemesAvni MalhotraConnor J. NolanRobert B. Jackson,2021,https://link.springer.com/article/10.1038/s41561-021-00867-1,Article
Managing Forest Road Networks in the Face of a Changing Climate: A Conceptual Framework Based on a Comprehensive Review,Current Forestry Reports,,,,10.1007/s40725-025-00250-y,Saeid RahbarisisakhtEric R. LabelleLuc LeBelShuva Hari Gautam,2025,https://link.springer.com/article/10.1007/s40725-025-00250-y,Article
"Multi-hazard exposure mapping under climate crisis using random forest algorithm for the Kalimantan Islands, Indonesia",Scientific Reports,,,,10.1038/s41598-023-40106-8,Sujung HeoSangjin ParkDong Kun Lee,2023,https://link.springer.com/article/10.1038/s41598-023-40106-8,Article
Humanitarian Supply Chain for 2025 Wildfires: Recovery Suggestions from Historical Disaster Models,Operations Research Forum,,,,10.1007/s43069-025-00520-2,Pallawi Baldeo SangodePulkit Marwah,2025,https://link.springer.com/article/10.1007/s43069-025-00520-2,Article
Wildfire Prevention—An Image Processing Approach,Recent Advances in Mechanical Engineering,,,,10.1007/978-981-19-9493-7_40,K RekhaSandra LuizR. Nandakumar,2023,https://link.springer.com/chapter/10.1007/978-981-19-9493-7_40,Conference paper
Diverging rationalities between forest fire management services and the general public after the 21st-century mega-fires in Greece,Journal of Forestry Research,,,,10.1007/s11676-021-01371-3,Andreas Y. TroumbisKostas KalabokidisPalaiologos Palaiologou,2021,https://link.springer.com/article/10.1007/s11676-021-01371-3,Article
Occupational factors and miscarriages in the US fire service: a cross-sectional analysis of women firefighters,Environmental Health,,,,10.1186/s12940-021-00800-4,Alesia M. JungSara A. JahnkeLeslie K. DennisMelanie L. BellJefferey L. BurgessNattinee JitnarinChristopher M. KaipustLeslie V. Farland,2021,https://link.springer.com/article/10.1186/s12940-021-00800-4,Article
The intersection of law and wildlife management: A case study on culling of wild boars in Kerala,Jindal Global Law Review,,,,10.1007/s41020-025-00261-7,Anna Anto,2025,https://link.springer.com/article/10.1007/s41020-025-00261-7,Article
Advancing forest hydrological research: exploring global research trends and future directions through scientometric analysis,Journal of Forestry Research,,,,10.1007/s11676-024-01771-1,Tanzeel Javaid Aini FarooqiRubén PortelaZhou XuShulin PanMuhammad IrfanArshad Ali,2024,https://link.springer.com/article/10.1007/s11676-024-01771-1,Article
"North-facing aspects, shade objects, and microtopographic depressions promote the survival and growth of tree seedlings planted after wildfire",Fire Ecology,,,,10.1186/s42408-023-00181-8,Laura A. E. MarshallPaula J. FornwaltCamille S. Stevens-RumannKyle C. RodmanCharles C. RhoadesKevin ZimlinghausTeresa B. ChapmanCatherine A. Schloegel,2023,https://link.springer.com/article/10.1186/s42408-023-00181-8,Article
Perceived adverse impacts undermine socio-economic benefits of resin tapping to the rural livelihood in far-western Nepal,Scientific Reports,,,,10.1038/s41598-025-09165-x,Rajan ParajuliPradip SaudOmkar JoshiSuwash KunwarPrakash Nepal,2025,https://link.springer.com/article/10.1038/s41598-025-09165-x,Article
Data integration reveals that a statewide corridor initiative maintains greater wild turkey relative abundance and occupancy,Landscape Ecology,,,,10.1007/s10980-025-02258-y,Muzi D. SibiyaBrittany M. MasonCarolina BaruzziDiana E. BowlerMarcus A. LashleyCorey T. Callaghan,2025,https://link.springer.com/article/10.1007/s10980-025-02258-y,Article
Comparing risk-based fuel treatment prioritization with alternative strategies for enhancing protection and resource management objectives,Fire Ecology,,,,10.1186/s42408-022-00149-0,Matthew P. ThompsonKevin C. VoglerJoe H. ScottCarol Miller,2022,https://link.springer.com/article/10.1186/s42408-022-00149-0,Article
Contribution of high-latitude permafrost regions in the Northern Hemisphere to global wildfire carbon emissions,Science China Earth Sciences,,,,10.1007/s11430-024-1397-2,Xingru ZhuXiyan XuGensuo Jia,2024,https://link.springer.com/article/10.1007/s11430-024-1397-2,Article
Design and Investigation of an Amphibious Unmanned Aerial Vehicle for Autonomous Firefighting Operations,"Sustainable Aviation Innovations, Advancements, and Destinations",,,,10.1007/978-3-032-00618-9_7,Mehmet GürsoyluDavid SziroczakDavid Szilagyi,2025,https://link.springer.com/chapter/10.1007/978-3-032-00618-9_7,Conference paper
Silicon Cycling in Forest Ecosystems: A Review Focusing on the Role of Soil Biogeochemistry,Silicon,,,,10.1007/s12633-025-03247-1,Sharat KothariAnn Theresa JoseLaxmanarayanan MAnshuman PatelNymisha AlapatiSabyasachi MajumdarDwipendra ThakuriaTanmaya Kumar Bhoi,2025,https://link.springer.com/article/10.1007/s12633-025-03247-1,Article
Surveying and collecting <i>Poaceae</i> and <i>Fabaceae</i> crop wild relatives diversity in Lebanon,Genetic Resources and Crop Evolution,,,,10.1007/s10722-024-02100-5,Eliane SaydeMariana YazbekLamis ChalakBashir Al-AwarJoelle BreidiCeline SaydeHiba DokmakValeria NegriLorenzo Raggi,2024,https://link.springer.com/article/10.1007/s10722-024-02100-5,Article
Beyond boundaries: Unifying classification and segmentation in wildfire detection systems,Multimedia Tools and Applications,,,,10.1007/s11042-024-19888-0,Swapnil SinghVidhi VaziraniSanvika SinghaniaVaishnavi Singh SurothVaibhav SoniAmeyaa BiwalkarDeepa Krishnan,2024,https://link.springer.com/article/10.1007/s11042-024-19888-0,Article
Re-ignitions and soil importance on wildfire risk and management research proposals in a Mediterranean ecosystem,European Journal of Forest Research,,,,10.1007/s10342-022-01490-4,Miquel Àngel Xifré-SalvadóNúria Prat-GuitartMarcos FrancosXavier ÚbedaMarc Castellnou,2022,https://link.springer.com/article/10.1007/s10342-022-01490-4,Article
Spatial and statistical analysis of burned areas with Landsat-8/9 and Sentinel-2 satellites: 2023 Çanakkale forest fires,Environmental Monitoring and Assessment,,,,10.1007/s10661-024-13474-5,Deniz BitekFusun Balik SanliRamazan Cuneyt Erenoglu,2024,https://link.springer.com/article/10.1007/s10661-024-13474-5,Article
Regret-theory-based three-way decision making in hesitant fuzzy environments: A multi-attribute approach and its applications,Applied Intelligence,,,,10.1007/s10489-025-06801-x,Weihua XuWenxiu Luo,2025,https://link.springer.com/article/10.1007/s10489-025-06801-x,Article
Investigating the land degradation neutrality—disaster risk reduction nexus in Lebanon,Arabian Journal of Geosciences,,,,10.1007/s12517-022-11103-4,Mario J. Al SayahChadi AbdallahRita Der SarkissianKonstantinos KaffasSamah Termos,2022,https://link.springer.com/article/10.1007/s12517-022-11103-4,Article
"Spatiotemporal patterns of burned areas, fire drivers, and fire probability across the equatorial Andes",Journal of Mountain Science,,,,10.1007/s11629-020-6402-y,Xavier Zapata-RíosCarmen Lopez-FabaraAbigail NavarreteSandra Torres-PaguayMiguel Flores,2021,https://link.springer.com/article/10.1007/s11629-020-6402-y,Article
Uncovering the hydro-meteorological drivers responsible for forest fires utilizing geospatial techniques,Theoretical and Applied Climatology,,,,10.1007/s00704-023-04497-y,Saurabh Kumar GuptaShruti KangaGowhar MerajPankaj KumarSuraj Kumar Singh,2023,https://link.springer.com/article/10.1007/s00704-023-04497-y,Article
